"id"	"trans"	"b2b"	"distance"	"count"	"score"
"chr1:170748574-171251857<->chr11:65497689-65506516"	TRUE	TRUE	NA	341	119.995840642817
"chr10:63664665-64693446<->chr11:65497689-65506516"	TRUE	TRUE	NA	349	118.583820005584
"chr11:65497689-65506516<->chr7:146116003-148420998"	TRUE	TRUE	NA	685	118.522462078711
"chr1:171841499-172418466<->chr11:65497689-65506516"	TRUE	TRUE	NA	377	116.574113093298
"chr1:59296639-59810647<->chr11:65497689-65506516"	TRUE	TRUE	NA	346	116.54886940559
"chr1:185734392-186190949<->chr11:65497689-65506516"	TRUE	TRUE	NA	339	114.847988804973
"chr1:13892793-15118043<->chr11:65497689-65506516"	TRUE	TRUE	NA	627	113.664879084218
"chr11:65497689-65506516<->chr2:140231424-142131016"	TRUE	TRUE	NA	607	111.728754298396
"chr10:81875195-82987179<->chr11:65497689-65506516"	TRUE	TRUE	NA	335	111.153723730071
"chr11:65497689-65506516<->chr14:67819780-68730218"	TRUE	TRUE	NA	752	110.797870705632
"chr11:65497689-65506516<->chr6:63719981-65707226"	TRUE	TRUE	NA	679	110.65585462651
"chr11:65497689-65506516<->chr3:17157163-18444817"	TRUE	TRUE	NA	742	109.844336909019
"chr11:65497689-65506516<->chr8:2935354-4994972"	TRUE	TRUE	NA	612	109.844336909019
"chr1:174159411-174995308<->chr11:65497689-65506516"	TRUE	TRUE	NA	392	108.401613645335
"chr11:65497689-65506516<->chr2:79185232-80648861"	TRUE	TRUE	NA	558	106.536977234193
"chr11:65497689-65506516<->chr21:34787802-36004667"	TRUE	TRUE	NA	982	106.536977234193
"chr10:34109561-34815325<->chr11:65497689-65506516"	TRUE	TRUE	NA	497	106.202517835179
"chr1:76074747-76634603<->chr11:65497689-65506516"	TRUE	TRUE	NA	293	106.176790725519
"chr11:65497689-65506516<->chr8:31639223-32855666"	TRUE	TRUE	NA	565	104.821795296782
"chr1:81306148-81992436<->chr11:65497689-65506516"	TRUE	TRUE	NA	354	103.747444979823
"chrX:37349310-37457292<->chrX:37349331-38687674"	FALSE	TRUE	615201.5	2475	103.42206057875
"chr11:65497689-65506516<->chr20:13995370-16053197"	TRUE	TRUE	NA	774	103.325940549799
"chr11:65497689-65506516<->chr9:17906564-18910950"	TRUE	TRUE	NA	586	102.735220305448
"chr10:23694747-24547848<->chr11:65497689-65506516"	TRUE	TRUE	NA	339	102.729829535286
"chr11:65497689-65506516<->chr7:18086950-19002416"	TRUE	TRUE	NA	571	100.812607190507
"chr10:13643707-14462142<->chr11:65497689-65506516"	TRUE	TRUE	NA	476	100.547197274921
"chr1:69567923-70151945<->chr11:65497689-65506516"	TRUE	TRUE	NA	265	100.514985277481
"chr11:65497689-65506516<->chr14:78170374-79868290"	TRUE	TRUE	NA	635	100.482696350368
"chr11:65497689-65506516<->chr16:82626966-83800640"	TRUE	TRUE	NA	559	99.8977722356489
"chr11:65497689-65506516<->chr2:51032602-52407917"	TRUE	TRUE	NA	493	99.8711142781037
"chr11:65497689-65506516<->chr2:11833927-12702913"	TRUE	TRUE	NA	515	98.2661877925864
"chr1:65792515-66374579<->chr11:65497689-65506516"	TRUE	TRUE	NA	338	97.9273571005334
"chr11:65497689-65506516<->chr5:167284800-168264157"	TRUE	TRUE	NA	503	97.689433852967
"chr10:74151203-74709963<->chr11:65497689-65506516"	TRUE	TRUE	NA	367	97.4899868602629
"chr10:78179175-78675109<->chr11:65497689-65506516"	TRUE	TRUE	NA	339	97.2842529555354
"chr11:65497689-65506516<->chr4:53377840-54295272"	TRUE	TRUE	NA	581	96.8353017580881
"chr11:65497689-65506516<->chr13:66302835-67230445"	TRUE	TRUE	NA	608	96.8088687619718
"chr11:65497689-65506516<->chr3:158962236-159897366"	TRUE	TRUE	NA	534	94.9746514080988
"chr11:65497689-65506516<->chr7:78017056-79453667"	TRUE	TRUE	NA	785	94.9243850607952
"chr11:65497689-65506516<->chr3:28574792-30010391"	TRUE	TRUE	NA	873	94.5358017606681
"chr11:65497689-65506516<->chr3:28349179-29767537"	TRUE	TRUE	NA	830	93.6671658361111
"chr11:65497689-65506516<->chr3:115802364-117139389"	TRUE	TRUE	NA	597	93.5648957681447
"chr11:65497689-65506516<->chr13:50082170-50906856"	TRUE	TRUE	NA	585	93.3949376673748
"chr11:65497689-65506516<->chr4:92303967-93810157"	TRUE	TRUE	NA	485	93.3949376673748
"chr11:65497689-65506516<->chr6:126304224-127213609"	TRUE	TRUE	NA	519	93.3915574301447
"chr11:65497689-65506516<->chr3:174438574-175810548"	TRUE	TRUE	NA	630	92.8756846215046
"chr11:65497689-65506516<->chr2:204545476-205620162"	TRUE	TRUE	NA	659	92.160627044726
"chr11:65497689-65506516<->chr3:75906696-77649964"	TRUE	TRUE	NA	519	91.4151699170858
"chr11:65497689-65506516<->chr6:21664186-22654455"	TRUE	TRUE	NA	485	91.2888448985361
"chr11:65497689-65506516<->chr2:114442300-115845780"	TRUE	TRUE	NA	453	91.191229494815
"chr11:65497689-65506516<->chr16:72782886-73891871"	TRUE	TRUE	NA	543	91.0849114217889
"chr11:65497689-65506516<->chr3:78597240-79767998"	TRUE	TRUE	NA	585	90.9301924544683
"chr10:115093366-115948999<->chr11:65497689-65506516"	TRUE	TRUE	NA	256	90.8766303980211
"chr11:65497689-65506516<->chr20:8077252-8968360"	TRUE	TRUE	NA	601	89.791857148332
"chr11:65497689-65506516<->chr13:93226808-94408020"	TRUE	TRUE	NA	717	89.6513775911284
"chr1:58933644-59240555<->chr11:65497689-65506516"	TRUE	TRUE	NA	231	89.4141507099923
"chr11:65497689-65506516<->chr8:126556324-127419050"	TRUE	TRUE	NA	463	89.144072307742
"chr11:65497689-65506516<->chr3:131533556-132285410"	TRUE	TRUE	NA	436	88.7275494960562
"chr1:245749343-246507312<->chr11:65497689-65506516"	TRUE	TRUE	NA	376	88.6443112468478
"chr11:65497689-65506516<->chr12:1970787-2697950"	TRUE	TRUE	NA	582	88.0523360008231
"chr11:65497689-65506516<->chr15:71096953-71783383"	TRUE	TRUE	NA	471	87.8926704448821
"chr1:41506366-42035925<->chr11:65497689-65506516"	TRUE	TRUE	NA	405	87.8691631197209
"chr11:65497689-65506516<->chr5:125333370-126368755"	TRUE	TRUE	NA	436	86.7566340181928
"chr10:274191-689668<->chr11:65497689-65506516"	TRUE	TRUE	NA	382	86.4999469366653
"chr11:65497689-65506516<->chr2:29192775-29921586"	TRUE	TRUE	NA	441	85.8873871338286
"chr10:85599553-86366795<->chr11:65497689-65506516"	TRUE	TRUE	NA	226	85.8037535397475
"chr11:65497689-65506516<->chr9:114850969-115402644"	TRUE	TRUE	NA	423	85.1516352755967
"chr1:78889765-79282124<->chr11:65497689-65506516"	TRUE	TRUE	NA	226	84.9643248387061
"chr11:65497689-65506516<->chr8:128634200-129683770"	TRUE	TRUE	NA	449	84.9317472218157
"chr11:65497689-65506516<->chr18:3496033-4455307"	TRUE	TRUE	NA	444	84.9113235862669
"chr11:65497689-65506516<->chr7:69598297-70793506"	TRUE	TRUE	NA	738	84.3145201563823
"chr1:60865260-61462788<->chr11:65497689-65506516"	TRUE	TRUE	NA	432	84.235450029338
"chr10:19048802-19790401<->chr11:65497689-65506516"	TRUE	TRUE	NA	223	83.997940552497
"chr1:196225780-196609225<->chr11:65497689-65506516"	TRUE	TRUE	NA	209	83.9277235486395
"chr11:65497689-65506516<->chr8:104590734-105804539"	TRUE	TRUE	NA	693	83.2886378665443
"chr1:162069692-162370475<->chr11:65497689-65506516"	TRUE	TRUE	NA	199	83.1160467510083
"chr1:177392668-177920152<->chr11:65497689-65506516"	TRUE	TRUE	NA	212	83.0903417075882
"chr20:13995370-16053197<->chr20:15892356-15985876"	FALSE	TRUE	914832.5	791	83.0598089674568
"chr11:65497689-65506516<->chr2:49918504-51225575"	TRUE	TRUE	NA	414	83.0114599608492
"chr1:216503247-217137755<->chr11:65497689-65506516"	TRUE	TRUE	NA	223	82.7851754498862
"chr11:65497689-65506516<->chr4:90127536-91601913"	TRUE	TRUE	NA	414	82.6550089151319
"chr11:65497689-65506516<->chr9:70529064-71446904"	TRUE	TRUE	NA	419	82.420766078612
"chr11:65497689-65506516<->chr15:57953425-58497866"	TRUE	TRUE	NA	403	82.0086097169584
"chr1:240014349-240475187<->chr11:65497689-65506516"	TRUE	TRUE	NA	245	81.5704684744429
"chr10:119207572-119459745<->chr11:65497689-65506516"	TRUE	TRUE	NA	219	81.4271597103495
"chr11:65497689-65506516<->chr8:103500697-104256094"	TRUE	TRUE	NA	406	81.080563065582
"chr10:20779974-21293011<->chr11:65497689-65506516"	TRUE	TRUE	NA	219	81.0457102725124
"chr10:107694974-108197849<->chr11:65497689-65506516"	TRUE	TRUE	NA	224	80.762121022721
"chr11:65497689-65506516<->chr3:106449776-107240671"	TRUE	TRUE	NA	411	80.6085153314971
"chr1:226989866-227318474<->chr11:65497689-65506516"	TRUE	TRUE	NA	262	80.0897533268244
"chr10:78179186-78551355<->chr11:65497689-65506516"	TRUE	TRUE	NA	263	80.0615725016158
"chr11:65497689-65506516<->chr13:91398622-92873682"	TRUE	TRUE	NA	413	79.716375345147
"chr11:65497689-65506516<->chr3:70959227-71754229"	TRUE	TRUE	NA	481	79.7032065682079
"chr11:65497689-65506516<->chr5:19471297-20575873"	TRUE	TRUE	NA	389	79.4346580870504
"chr6:63719981-65707226<->chr6:63806837-63822642"	FALSE	TRUE	898864	524	79.3748681410365
"chr11:65497689-65506516<->chr2:144666313-145262988"	TRUE	TRUE	NA	380	79.3217972163782
"chr11:65497689-65506516<->chr18:52340198-53535903"	TRUE	TRUE	NA	399	79.1619919544259
"chr11:65497689-65506516<->chr7:28299322-28825894"	TRUE	TRUE	NA	380	79.0190718689287
"chr10:10798398-11336675<->chr11:65497689-65506516"	TRUE	TRUE	NA	289	78.8206100012221
"chr1:3069169-3438621<->chr11:65497689-65506516"	TRUE	TRUE	NA	221	78.8105464936627
"chr11:65497689-65506516<->chr20:42072753-43189970"	TRUE	TRUE	NA	395	78.7438071041643
"chr11:65497689-65506516<->chr4:171812255-173041559"	TRUE	TRUE	NA	391	78.3189321875709
"chr11:65497689-65506516<->chr14:32934397-33804176"	TRUE	TRUE	NA	422	78.2727984767351
"chr1:237042185-237833988<->chr11:65497689-65506516"	TRUE	TRUE	NA	208	78.1797061144343
"chr11:65497689-65506516<->chr7:40135006-40860763"	TRUE	TRUE	NA	450	78.1161559209683
"chr1:61742478-62178675<->chr11:65497689-65506516"	TRUE	TRUE	NA	208	77.534611336329
"chr1:240775515-241357230<->chr11:65497689-65506516"	TRUE	TRUE	NA	189	77.5241152908945
"chr11:65497689-65506516<->chr3:173396285-174286644"	TRUE	TRUE	NA	454	77.4629120024769
"chr11:65497689-65506516<->chr2:99545420-100192428"	TRUE	TRUE	NA	373	77.0953986796344
"chr1:168695875-169103276<->chr11:65497689-65506516"	TRUE	TRUE	NA	196	76.6312724081254
"chr11:65497689-65506516<->chr8:135859370-137092183"	TRUE	TRUE	NA	376	76.6143801612283
"chr11:65497689-65506516<->chr5:124808982-125602227"	TRUE	TRUE	NA	382	76.5378645734042
"chr11:65497689-65506516<->chr3:59747278-61251459"	TRUE	TRUE	NA	525	76.433111156381
"chr1:8352398-8848921<->chr11:65497689-65506516"	TRUE	TRUE	NA	381	76.2805206642499
"chr11:65497689-65506516<->chr2:187712817-188384313"	TRUE	TRUE	NA	378	76.2634827388283
"chr11:65497689-65506516<->chr2:211375718-212538841"	TRUE	TRUE	NA	388	76.2375731021678
"chr1:44405195-44651724<->chr11:65497689-65506516"	TRUE	TRUE	NA	197	76.2220845133295
"chr1:183636086-183928532<->chr11:65497689-65506516"	TRUE	TRUE	NA	227	76.1448704858358
"chr11:65497689-65506516<->chr13:34942288-35673022"	TRUE	TRUE	NA	400	76.0587702254212
"chr11:65497689-65506516<->chr2:132671789-133568463"	TRUE	TRUE	NA	388	76.0539763472155
"chr11:65497689-65506516<->chr8:99013267-99877580"	TRUE	TRUE	NA	521	75.7559941828341
"chr11:65497689-65506516<->chr14:26599756-27295516"	TRUE	TRUE	NA	356	75.7397562624667
"chr11:65497689-65506516<->chr7:33109558-33877180"	TRUE	TRUE	NA	478	75.5757557323603
"chr11:65497689-65506516<->chr3:124080024-124726325"	TRUE	TRUE	NA	402	75.4706091213307
"chr1:193473225-194198708<->chr11:65497689-65506516"	TRUE	TRUE	NA	199	75.3161485748733
"chr1:20806293-21176888<->chr11:65497689-65506516"	TRUE	TRUE	NA	310	74.9054779290417
"chr11:65497689-65506516<->chr8:14084846-15238431"	TRUE	TRUE	NA	383	74.6746630427523
"chr11:65497689-65506516<->chr7:12726153-13751920"	TRUE	TRUE	NA	416	74.66777386211
"chr11:65497689-65506516<->chr21:40011000-40847158"	TRUE	TRUE	NA	352	74.6009391669753
"chr11:65497689-65506516<->chr4:144210702-145098174"	TRUE	TRUE	NA	406	74.4011391860468
"chr1:224434661-224740554<->chr11:65497689-65506516"	TRUE	TRUE	NA	216	74.2486836606072
"chr11:65497689-65506516<->chr7:14145050-14974777"	TRUE	TRUE	NA	363	74.1365316046832
"chr1:85729234-86156943<->chr11:65497689-65506516"	TRUE	TRUE	NA	225	73.8487700069505
"chr11:65497689-65506516<->chr2:213284380-214410501"	TRUE	TRUE	NA	410	73.7632629425821
"chr1:39081317-39487177<->chr11:65497689-65506516"	TRUE	TRUE	NA	356	73.7561743003385
"chr11:65497689-65506516<->chr4:142023161-142847432"	TRUE	TRUE	NA	386	73.6029996706594
"chr11:65497689-65506516<->chr6:74069452-74690727"	TRUE	TRUE	NA	376	73.5908049443533
"chr1:43705825-43931165<->chr11:65497689-65506516"	TRUE	TRUE	NA	218	73.5621866688898
"chr11:65497689-65506516<->chr2:197804594-198572581"	TRUE	TRUE	NA	397	73.5606527310121
"chr10:114431114-114768061<->chr11:65497689-65506516"	TRUE	TRUE	NA	184	73.5023679298729
"chr11:65497689-65506516<->chr2:65436712-66200373"	TRUE	TRUE	NA	354	73.3362858370366
"chr10:14518558-14774897<->chr11:65497689-65506516"	TRUE	TRUE	NA	204	73.3359166777596
"chr11:65497689-65506516<->chr17:33013088-34174964"	TRUE	TRUE	NA	374	73.2998689868381
"chr1:181317691-181808084<->chr11:65497689-65506516"	TRUE	TRUE	NA	186	73.1899134861787
"chr11:65497689-65506516<->chr7:3301253-4269000"	TRUE	TRUE	NA	339	73.0526543155608
"chr11:65497689-65506516<->chr3:188153285-188890671"	TRUE	TRUE	NA	511	72.6702304377435
"chr10:58512873-58831435<->chr11:65497689-65506516"	TRUE	TRUE	NA	237	72.6142192816359
"chr1:154697456-154870281<->chr11:65497689-65506516"	TRUE	TRUE	NA	165	72.5275781980672
"chr1:187070701-187686628<->chr11:65497689-65506516"	TRUE	TRUE	NA	187	72.4042329586615
"chr11:65497689-65506516<->chrX:31097678-33339441"	TRUE	TRUE	NA	380	72.3486564298116
"chr11:65497689-65506516<->chr7:106372252-106770207"	TRUE	TRUE	NA	318	71.9842593668402
"chr11:65497689-65506516<->chr2:143091363-143768352"	TRUE	TRUE	NA	342	71.8051527800934
"chr1:63774018-64181498<->chr11:65497689-65506516"	TRUE	TRUE	NA	306	71.7655069711874
"chr1:72283171-72753772<->chr11:65497689-65506516"	TRUE	TRUE	NA	178	71.6849998314093
"chr11:65497689-65506516<->chr8:112222929-113436939"	TRUE	TRUE	NA	355	71.6254222680598
"chr11:65497689-65506516<->chr5:95962002-96631085"	TRUE	TRUE	NA	433	71.5901202246613
"chr10:98457078-99235862<->chr11:65497689-65506516"	TRUE	TRUE	NA	215	71.5241053341565
"chr11:65497689-65506516<->chr9:3824128-4348392"	TRUE	TRUE	NA	412	71.5099884456822
"chr11:65497689-65506516<->chr3:169083500-169663775"	TRUE	TRUE	NA	344	71.494063025779
"chr1:94613815-94855426<->chr11:65497689-65506516"	TRUE	TRUE	NA	181	71.4829927079846
"chr11:65497689-65506516<->chr17:60677454-61392838"	TRUE	TRUE	NA	453	71.4686723190901
"chr11:65497689-65506516<->chr12:77324642-78213010"	TRUE	TRUE	NA	609	71.4681743259316
"chr11:65497689-65506516<->chr2:63119560-63827843"	TRUE	TRUE	NA	423	71.2750070210436
"chr11:65497689-65506516<->chr9:116425226-117415070"	TRUE	TRUE	NA	391	70.9489807865827
"chr1:43650150-43931014<->chr11:65497689-65506516"	TRUE	TRUE	NA	248	70.9199320736596
"chr11:65497689-65506516<->chr3:55508312-56468467"	TRUE	TRUE	NA	355	70.7274017678012
"chr1:107571162-107965180<->chr11:65497689-65506516"	TRUE	TRUE	NA	183	70.5748880890415
"chr10:93993932-94332823<->chr11:65497689-65506516"	TRUE	TRUE	NA	196	70.539317861378
"chr11:65497689-65506516<->chr8:82033534-82961926"	TRUE	TRUE	NA	346	70.4844317893296
"chr11:65497689-65506516<->chr8:95204457-95811254"	TRUE	TRUE	NA	329	70.4151252452246
"chr1:176463172-176845601<->chr11:65497689-65506516"	TRUE	TRUE	NA	179	70.3543318684651
"chr11:65497689-65506516<->chr12:98726458-99984654"	TRUE	TRUE	NA	371	70.2197209016087
"chr1:219685428-219958647<->chr11:65497689-65506516"	TRUE	TRUE	NA	159	69.9955875568483
"chr11:65497689-65506516<->chr3:84958982-86074429"	TRUE	TRUE	NA	341	69.9523542353282
"chr11:65497689-65506516<->chr3:143265223-143848485"	TRUE	TRUE	NA	384	69.8996858904016
"chr10:12349548-12835545<->chr11:65497689-65506516"	TRUE	TRUE	NA	206	69.8146244332204
"chr1:107140008-107483458<->chr11:65497689-65506516"	TRUE	TRUE	NA	220	69.8134521946888
"chr11:65497689-65506516<->chr4:20728607-21948772"	TRUE	TRUE	NA	344	69.6768249281214
"chr11:65497689-65506516<->chr7:133253074-134066589"	TRUE	TRUE	NA	476	69.5831202139199
"chr11:65497689-65506516<->chr2:177628070-178108339"	TRUE	TRUE	NA	329	69.548329255224
"chr1:77282020-77559966<->chr11:65497689-65506516"	TRUE	TRUE	NA	172	69.4225498008012
"chr1:232983436-233295725<->chr11:65497689-65506516"	TRUE	TRUE	NA	200	69.3555149659902
"chr11:65497689-65506516<->chr21:15928297-16645467"	TRUE	TRUE	NA	458	69.294667047477
"chr1:12230031-12512047<->chr11:65497689-65506516"	TRUE	TRUE	NA	229	69.2194713183685
"chr10:112446999-112818744<->chr11:65497689-65506516"	TRUE	TRUE	NA	267	69.0238924778004
"chr11:65497689-65506516<->chr2:7988684-8488090"	TRUE	TRUE	NA	317	69.009500199988
"chr11:65497689-65506516<->chr5:21750674-22853344"	TRUE	TRUE	NA	359	69.0051641593671
"chr10:126424998-126798708<->chr11:65497689-65506516"	TRUE	TRUE	NA	180	68.6159121218229
"chr11:65497689-65506516<->chr17:53276761-54365634"	TRUE	TRUE	NA	332	68.5294174550338
"chr11:65497689-65506516<->chr12:13437943-13982002"	TRUE	TRUE	NA	343	68.2397384086772
"chr11:65497689-65506516<->chr22:32507821-33058381"	TRUE	TRUE	NA	348	68.2169359379551
"chr11:65497689-65506516<->chr4:71062668-71572087"	TRUE	TRUE	NA	346	68.0820901826775
"chr1:83575777-83861023<->chr11:65497689-65506516"	TRUE	TRUE	NA	168	68.0447064966206
"chr11:65497689-65506516<->chr13:31846714-32299125"	TRUE	TRUE	NA	354	68.0309199330649
"chr11:65497689-65506516<->chr2:136765546-137677718"	TRUE	TRUE	NA	314	67.9807572920636
"chr1:178094105-178484147<->chr11:65497689-65506516"	TRUE	TRUE	NA	221	67.9152825902827
"chr10:88273865-88584530<->chr11:65497689-65506516"	TRUE	TRUE	NA	215	67.6357774214437
"chr11:65497689-65506516<->chr21:45643695-45942454"	TRUE	TRUE	NA	325	67.5852502566129
"chr10:104641291-105265242<->chr11:65497689-65506516"	TRUE	TRUE	NA	172	67.1719179267049
"chr11:65497689-65506516<->chr2:217284020-217756593"	TRUE	TRUE	NA	371	67.0342934695867
"chr10:16823967-17129811<->chr11:65497689-65506516"	TRUE	TRUE	NA	189	67.0038235460404
"chr11:65497689-65506516<->chr8:24295815-24912073"	TRUE	TRUE	NA	331	66.9455172810426
"chr11:65497689-65506516<->chr6:1623807-2245605"	TRUE	TRUE	NA	364	66.8299314971216
"chr11:65497689-65506516<->chr18:45212996-45683688"	TRUE	TRUE	NA	344	66.782102955997
"chr11:65497689-65506516<->chr3:20174245-21145967"	TRUE	TRUE	NA	321	66.7633978777276
"chr11:65497689-65506516<->chr5:169637269-170083382"	TRUE	TRUE	NA	308	66.6982295494037
"chr5:124808982-125602227<->chr5:125333370-126368755"	FALSE	TRUE	645458	2172	66.6258778718991
"chr11:65497689-65506516<->chr17:65635538-66192133"	TRUE	TRUE	NA	352	66.5631388769988
"chr11:65497689-65506516<->chr3:21412219-22373321"	TRUE	TRUE	NA	336	66.5604473846088
"chr11:65497689-65506516<->chr3:114314501-115147288"	TRUE	TRUE	NA	569	66.5220906773526
"chr1:224896263-225399292<->chr11:65497689-65506516"	TRUE	TRUE	NA	224	66.33838210413
"chr11:65497689-65506516<->chr12:78863994-79452008"	TRUE	TRUE	NA	310	66.2246760618084
"chr11:65497689-65506516<->chr12:66347432-67069162"	TRUE	TRUE	NA	314	66.0825073141595
"chr11:65497689-65506516<->chr6:97283304-98400869"	TRUE	TRUE	NA	329	66.048938004136
"chr11:65497689-65506516<->chr2:177623245-178072777"	TRUE	TRUE	NA	311	65.9159317932532
"chr11:65497689-65506516<->chr2:121902502-122887691"	TRUE	TRUE	NA	307	65.9106108797254
"chr11:65497689-65506516<->chr3:96814582-97752460"	TRUE	TRUE	NA	301	65.9106108797254
"chr11:65497689-65506516<->chr5:10971837-11904446"	TRUE	TRUE	NA	314	65.9052249844742
"chr11:65497689-65506516<->chr2:40097271-40611053"	TRUE	TRUE	NA	326	65.8230824383315
"chr11:65497689-65506516<->chr5:164296697-165171643"	TRUE	TRUE	NA	327	65.7921966054378
"chr11:65497689-65506516<->chr3:54122548-55074557"	TRUE	TRUE	NA	310	65.7668185723133
"chr1:51577180-51798427<->chr11:65497689-65506516"	TRUE	TRUE	NA	201	65.6807355479709
"chr1:56173434-56524495<->chr11:65497689-65506516"	TRUE	TRUE	NA	218	65.4571724031241
"chr11:65497689-65506516<->chr5:142770378-143229011"	TRUE	TRUE	NA	348	65.4299787523216
"chr11:65497689-65506516<->chr21:37607374-38121345"	TRUE	TRUE	NA	313	65.4197157257835
"chr10:62374193-62672011<->chr11:65497689-65506516"	TRUE	TRUE	NA	172	65.1497922082559
"chr1:71081325-71489976<->chr11:65497689-65506516"	TRUE	TRUE	NA	183	65.1290923954563
"chr11:65497689-65506516<->chr5:88883329-89466398"	TRUE	TRUE	NA	319	65.0478887679402
"chr11:65497689-65506516<->chr7:90466425-91210590"	TRUE	TRUE	NA	419	64.971779330199
"chr11:65497689-65506516<->chr3:59050165-59754808"	TRUE	TRUE	NA	311	64.9673282324041
"chr1:176857303-177164973<->chr11:65497689-65506516"	TRUE	TRUE	NA	153	64.9166115383097
"chr11:65497689-65506516<->chr4:144111040-144870953"	TRUE	TRUE	NA	322	64.8673841999353
"chr11:65497689-65506516<->chr2:33706887-34738231"	TRUE	TRUE	NA	301	64.8412285726616
"chr11:65497689-65506516<->chr5:90529345-91164437"	TRUE	TRUE	NA	305	64.8292213800541
"chr11:65497689-65506516<->chr2:27889942-28338901"	TRUE	TRUE	NA	346	64.623429986837
"chr11:65497689-65506516<->chr2:59218681-60100200"	TRUE	TRUE	NA	285	64.6083163497448
"chr11:65497689-65506516<->chr2:235494044-236131800"	TRUE	TRUE	NA	434	64.3397744184959
"chr11:65497689-65506516<->chr3:70952818-71583989"	TRUE	TRUE	NA	376	64.3082756380816
"chr11:65497689-65506516<->chr6:101181258-102070083"	TRUE	TRUE	NA	328	64.2316061331757
"chr11:65497689-65506516<->chrX:37349331-38687674"	TRUE	TRUE	NA	368	64.216327274458
"chr1:22710840-22921500<->chr11:65497689-65506516"	TRUE	TRUE	NA	186	64.1962935999403
"chr11:65497689-65506516<->chr18:55222186-55664787"	TRUE	TRUE	NA	366	64.0440208013175
"chr11:65497689-65506516<->chr5:159310746-159805536"	TRUE	TRUE	NA	286	63.9340984767881
"chr1:222088807-222389103<->chr11:65497689-65506516"	TRUE	TRUE	NA	169	63.8892978990814
"chr11:65497689-65506516<->chr5:155870345-156767788"	TRUE	TRUE	NA	411	63.8817100788066
"chr11:65497689-65506516<->chr13:77919690-78617328"	TRUE	TRUE	NA	315	63.8673246994676
"chr11:65497689-65506516<->chr22:27978015-28679865"	TRUE	TRUE	NA	484	63.7338879412133
"chr1:25617469-25786207<->chr11:65497689-65506516"	TRUE	TRUE	NA	163	63.715357381846
"chr11:65497689-65506516<->chr4:80335731-80963750"	TRUE	TRUE	NA	311	63.6080549744762
"chr11:65497689-65506516<->chr9:115324933-115744330"	TRUE	TRUE	NA	297	63.5704270652847
"chr1:89633141-89933250<->chr11:65497689-65506516"	TRUE	TRUE	NA	215	63.5246613832907
"chr1:78303885-78540701<->chr11:65497689-65506516"	TRUE	TRUE	NA	162	63.4872251944117
"chr1:67832304-68202987<->chr11:65497689-65506516"	TRUE	TRUE	NA	207	63.3416909321425
"chr11:65497689-65506516<->chr17:55882302-56511659"	TRUE	TRUE	NA	292	63.2603808818476
"chr11:65497689-65506516<->chr9:81977615-82780194"	TRUE	TRUE	NA	304	63.2495025721073
"chr1:100345002-100520277<->chr11:65497689-65506516"	TRUE	TRUE	NA	146	63.1927917007769
"chr10:126905410-127452517<->chr11:65497689-65506516"	TRUE	TRUE	NA	250	63.1048251893268
"chr11:65497689-65506516<->chr2:124025288-124915287"	TRUE	TRUE	NA	287	62.933067830184
